RepRapFirmware height map file v2 generated at 2020-10-31 18:24, min error -0.150, max error 0.957, mean 0.212, deviation 0.293
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,225.00,10.00,193.00,-1.00,71.67,61.00,4,4
 -0.043, -0.150, -0.002,  0.209
  0.109,  0.064,  0.148,  0.957
  0.198,  0.052,  0.173,  0.803
  0.165,  0.113,  0.040,  0.556
